cir,ur,label
25,29,hell
19,3,unstable
11,35,hell
16,43,hell
24,38,hell
1,59,hell
21,25,hell
14,18,unstable
27,25,hell
7,42,hell
30,8,unstable
7,13,unstable
26,24,hell
17,25,unstable
22,8,unstable
17,12,unstable
12,6,unstable
21,34,hell
11,59,hell
18,24,unstable
6,14,unstable
10,50,hell
12,24,unstable
23,28,hell
28,61,hell
1,18,unstable
11,19,unstable
30,52,hell
18,36,hell
19,9,unstable
7,55,hell
14,20,unstable
10,16,unstable
28,58,hell
15,52,hell
16,22,unstable
14,41,hell
24,21,hell
28,51,hell
20,49,hell
2,22,unstable
2,16,unstable
9,43,hell
20,34,hell
27,37,hell
1,59,hell
13,61,hell
30,8,unstable
0,37,unstable
4,47,hell
4,52,hell
3,12,unstable
9,17,unstable
5,49,hell
17,54,hell
23,15,unstable
5,14,unstable
1,19,unstable
14,39,hell
8,16,unstable
9,23,unstable
3,35,unstable
12,53,hell
16,35,hell
16,5,unstable
6,41,hell
22,44,hell
25,30,hell
14,37,hell
7,55,hell
2,55,hell
14,58,hell
29,47,hell
3,49,hell
7,41,hell
21,28,hell
10,38,hell
17,53,hell
7,38,hell
15,9,unstable
13,49,hell
25,28,hell
21,19,unstable
29,59,hell
0,22,unstable
30,28,hell
21,25,hell
18,37,hell
29,13,unstable
26,41,hell
13,55,hell
16,35,hell
7,53,hell
13,30,unstable
18,31,hell
15,32,hell
23,35,hell
21,11,unstable
5,50,hell
12,40,hell
10,23,unstable
8,10,unstable
20,54,hell
8,20,unstable
25,6,unstable
10,52,hell
8,27,unstable
25,11,unstable
9,25,unstable
6,45,hell
14,21,unstable
17,53,hell
23,4,unstable
27,47,hell
19,41,hell
2,51,hell
28,45,hell
28,12,unstable
2,11,unstable
2,51,hell
0,41,unstable
7,38,hell
24,3,unstable
5,11,unstable
18,35,hell
7,45,hell
9,8,unstable
17,27,unstable
20,54,hell
21,3,unstable
24,47,hell
7,25,unstable
12,20,unstable
11,56,hell
30,59,hell
25,49,hell
19,29,hell
24,5,unstable
28,33,hell
26,17,unstable
19,51,hell
18,22,unstable
26,55,hell
25,51,hell
6,38,unstable
5,28,unstable
11,24,unstable
1,21,unstable
6,42,hell
23,55,hell
25,5,unstable
30,21,hell
18,17,unstable
28,57,hell
10,54,hell
26,13,unstable
3,30,unstable
12,39,hell
1,19,unstable
19,42,hell
23,36,hell
15,5,unstable
0,47,hell
27,32,hell
9,61,hell
18,7,unstable
13,56,hell
20,41,hell
5,26,unstable
8,33,unstable
22,37,hell
30,57,hell
19,23,unstable
28,23,hell
9,42,hell
24,9,unstable
28,4,unstable
26,44,hell
26,33,hell
15,9,unstable
11,50,hell
26,19,hell
25,28,hell
5,61,hell
5,14,unstable
15,45,hell
5,5,unstable
23,3,unstable
25,22,hell
1,19,unstable
3,32,unstable
6,32,unstable
28,55,hell
7,11,unstable
24,48,hell
17,56,hell
21,34,hell
19,47,hell
3,21,unstable
12,59,hell
18,39,hell
6,56,hell
29,47,hell
24,40,hell
21,24,hell
6,61,hell
6,23,unstable
28,37,hell
23,61,hell
10,18,unstable
6,16,unstable
15,49,hell
8,46,hell
4,30,unstable
17,44,hell
29,22,hell
28,11,unstable
19,47,hell
19,10,unstable
1,32,unstable
7,24,unstable
15,52,hell
5,15,unstable
0,56,hell
11,10,unstable
2,39,unstable
26,26,hell
10,37,hell
25,53,hell
9,51,hell
19,10,unstable
8,26,unstable
2,32,unstable
6,45,hell
4,30,unstable
15,43,hell
19,20,unstable
9,15,unstable
11,10,unstable
4,48,hell
10,31,unstable
23,48,hell
19,52,hell
27,18,hell
16,33,hell
7,40,hell
3,5,livable
30,28,hell
8,25,unstable
15,9,unstable
19,58,hell
2,45,hell
16,21,unstable
27,52,hell
20,49,hell
8,4,unstable
2,47,hell
14,42,hell
29,22,hell
11,34,hell
11,43,hell
9,58,hell
16,13,unstable
24,28,hell
18,35,hell
5,56,hell
5,9,unstable
6,25,unstable
4,12,unstable
24,10,unstable
25,27,hell
24,20,unstable
14,37,hell
17,32,hell
15,18,unstable
15,54,hell
16,15,unstable
16,47,hell
12,7,unstable
30,7,unstable
22,5,unstable
14,23,unstable
12,25,unstable
12,19,unstable
11,31,unstable
26,46,hell
0,6,livable
10,41,hell
8,38,hell
5,44,hell
6,16,unstable
14,36,hell
9,9,unstable
13,34,hell
24,50,hell
3,43,hell
12,5,unstable
8,24,unstable
11,48,hell
24,12,unstable
26,13,unstable
28,48,hell
9,61,hell
14,13,unstable
18,51,hell
20,19,unstable
25,15,unstable
3,32,unstable
7,61,hell
21,20,unstable
18,44,hell
28,25,hell
15,9,unstable
17,14,unstable
12,61,hell
23,14,unstable
9,17,unstable
5,52,hell
3,15,unstable
5,58,hell
17,31,hell
29,20,hell
30,8,unstable
7,51,hell
5,34,unstable
11,9,unstable
2,34,unstable
13,12,unstable
18,47,hell
0,14,unstable
22,61,hell
10,42,hell
13,10,unstable
29,61,hell
24,34,hell
9,20,unstable
12,25,unstable
30,8,unstable
1,34,unstable
0,4,livable
27,24,hell
1,46,hell
26,58,hell
15,15,unstable
14,4,unstable
20,39,hell
5,14,unstable
17,29,hell
2,27,unstable
6,19,unstable
24,6,unstable
4,9,unstable
30,3,unstable
9,16,unstable
20,41,hell
24,18,unstable
17,45,hell
5,38,unstable
29,25,hell
8,58,hell
18,8,unstable
0,22,unstable
2,41,unstable
29,48,hell
10,11,unstable
23,28,hell
25,26,hell
13,12,unstable
15,7,unstable
27,43,hell
4,3,livable
4,35,unstable
15,42,hell
10,57,hell
25,26,hell
8,49,hell
11,17,unstable
3,16,unstable
1,52,hell
10,43,hell
11,59,hell
25,5,unstable
2,29,unstable
25,18,unstable
24,11,unstable
14,21,unstable
27,47,hell
29,19,hell
25,58,hell
20,38,hell
11,15,unstable
3,55,hell
9,30,unstable
3,27,unstable
0,61,hell
28,42,hell
0,15,unstable
17,53,hell
26,30,hell
0,20,unstable
6,19,unstable
8,55,hell
3,58,hell
20,3,unstable
27,57,hell
30,20,hell
4,5,livable
12,45,hell
10,48,hell
1,27,unstable
28,24,hell
4,53,hell
9,51,hell
16,30,hell
12,35,hell
29,15,unstable
4,54,hell
0,35,unstable
6,29,unstable
10,50,hell
21,38,hell
5,47,hell
8,54,hell
13,38,hell
24,17,unstable
16,32,hell
30,10,unstable
15,29,unstable
7,40,hell
5,8,unstable
17,36,hell
15,43,hell
4,4,livable
19,17,unstable
20,29,hell
6,47,hell
0,37,unstable
20,54,hell
1,8,livable
28,39,hell
7,61,hell
20,26,hell
24,7,unstable
25,61,hell
24,33,hell
26,48,hell
0,44,unstable
26,44,hell
1,31,unstable
13,17,unstable
1,59,hell
25,17,unstable
7,54,hell
0,33,unstable
10,25,unstable
19,26,hell
16,55,hell
22,29,hell
2,35,unstable
15,6,unstable
5,41,hell
10,57,hell
1,51,hell
12,21,unstable
8,32,unstable
25,56,hell
19,51,hell
0,5,livable
28,28,hell
26,19,hell
20,8,unstable
3,11,unstable
18,20,unstable
22,51,hell
10,58,hell
3,17,unstable
8,3,unstable
21,24,hell
16,5,unstable
1,42,unstable
17,59,hell
15,4,unstable
11,15,unstable
26,51,hell
5,60,hell
15,22,unstable
8,9,unstable
24,28,hell
23,57,hell
23,32,hell
17,61,hell
25,48,hell
21,33,hell
28,52,hell
21,49,hell
1,60,hell
23,60,hell
22,41,hell
22,34,hell
5,45,hell
26,18,unstable
25,16,unstable
26,7,unstable
25,6,unstable
25,33,hell
7,56,hell
7,58,hell
7,48,hell
6,11,unstable
15,46,hell
19,41,hell
2,7,livable
8,12,unstable
22,7,unstable
20,7,unstable
4,59,hell
26,11,unstable
12,31,unstable
6,3,livable
0,31,unstable
26,9,unstable
22,10,unstable
7,33,unstable
7,60,hell
18,30,hell
2,24,unstable
2,21,unstable
18,50,hell
20,54,hell
6,28,unstable
22,6,unstable
13,48,hell
15,51,hell
29,53,hell
8,10,unstable
27,16,unstable
2,33,unstable
21,34,hell
23,15,unstable
10,45,hell
11,34,hell
13,31,unstable
10,50,hell
23,33,hell
15,41,hell
6,43,hell
11,48,hell
12,17,unstable
10,3,unstable
15,20,unstable
10,22,unstable
17,40,hell
17,54,hell
9,12,unstable
0,25,unstable
23,39,hell
3,13,unstable
19,15,unstable
17,28,hell
18,36,hell
14,46,hell
20,51,hell
11,15,unstable
19,56,hell
5,11,unstable
18,26,unstable
29,48,hell
9,56,hell
23,60,hell
12,33,hell
22,52,hell
21,38,hell
27,59,hell
1,16,unstable
26,46,hell
7,25,unstable
5,22,unstable
1,31,unstable
20,17,unstable
0,28,unstable
0,6,livable
27,41,hell
28,14,unstable
19,61,hell
2,53,hell
13,12,unstable
20,18,unstable
28,15,unstable
25,57,hell
23,15,unstable
27,27,hell
16,44,hell
20,47,hell
3,37,unstable
28,56,hell
8,3,unstable
9,30,unstable
17,35,hell
11,58,hell
21,30,hell
20,51,hell
0,6,livable
12,32,unstable
10,29,unstable
7,34,unstable
2,10,unstable
18,42,hell
6,25,unstable
0,57,hell
5,25,unstable
13,14,unstable
30,55,hell
12,4,unstable
18,9,unstable
5,19,unstable
9,47,hell
27,47,hell
19,7,unstable
8,53,hell
19,29,hell
12,53,hell
27,53,hell
3,31,unstable
10,22,unstable
1,28,unstable
16,19,unstable
30,43,hell
11,22,unstable
23,57,hell
26,39,hell
23,35,hell
26,32,hell
17,61,hell
27,44,hell
14,61,hell
24,51,hell
11,40,hell
3,3,livable
14,56,hell
21,19,unstable
22,45,hell
12,37,hell
10,16,unstable
28,45,hell
20,5,unstable
21,10,unstable
19,53,hell
29,24,hell
0,55,hell
27,14,unstable
15,30,hell
15,41,hell
25,12,unstable
5,19,unstable
9,3,unstable
26,14,unstable
2,29,unstable
10,50,hell
0,48,hell
5,58,hell
4,27,unstable
27,33,hell
2,51,hell
14,18,unstable
10,9,unstable
10,11,unstable
8,7,unstable
24,20,unstable
0,10,unstable
22,5,unstable
4,13,unstable
8,14,unstable
12,39,hell
8,40,hell
16,55,hell
3,29,unstable
25,11,unstable
19,11,unstable
7,58,hell
20,14,unstable
22,12,unstable
24,61,hell
16,44,hell
4,46,hell
13,58,hell
18,31,hell
21,8,unstable
4,33,unstable
28,61,hell
13,29,unstable
27,42,hell
22,17,unstable
30,44,hell
20,5,unstable
25,56,hell
17,30,hell
14,10,unstable
13,9,unstable
5,30,unstable
21,28,hell
14,6,unstable
12,46,hell
10,9,unstable
19,58,hell
22,16,unstable
23,36,hell
24,12,unstable
26,30,hell
25,24,hell
2,11,unstable
9,34,unstable
4,40,unstable
12,33,hell
14,7,unstable
25,16,unstable
22,23,hell
7,14,unstable
25,42,hell
17,8,unstable
17,15,unstable
6,22,unstable
15,23,unstable
29,17,hell
22,19,unstable
25,7,unstable
22,53,hell
16,53,hell
5,37,unstable
10,43,hell
12,50,hell
4,47,hell
1,21,unstable
15,55,hell
1,51,hell
9,46,hell
11,12,unstable
8,36,unstable
16,4,unstable
6,9,unstable
20,26,hell
20,19,unstable
1,42,unstable
7,21,unstable
29,48,hell
2,15,unstable
13,15,unstable
14,3,unstable
19,41,hell
1,42,unstable
22,39,hell
24,12,unstable
27,35,hell
21,22,unstable
12,3,unstable
14,43,hell
18,20,unstable
18,9,unstable
12,55,hell
24,29,hell
7,21,unstable
12,27,unstable
4,14,unstable
9,41,hell
15,54,hell
12,41,hell
6,16,unstable
16,8,unstable
14,53,hell
17,34,hell
19,9,unstable
20,18,unstable
24,23,hell
19,17,unstable
13,51,hell
12,4,unstable
17,24,unstable
22,30,hell
10,55,hell
25,38,hell
3,21,unstable
22,11,unstable
1,9,unstable
22,54,hell
18,3,unstable
13,30,unstable
11,25,unstable
22,51,hell
28,31,hell
9,60,hell
18,18,unstable
27,17,unstable
11,26,unstable
16,32,hell
6,12,unstable
24,49,hell
8,29,unstable
19,42,hell
27,44,hell
6,46,hell
17,25,unstable
25,39,hell
15,11,unstable
1,27,unstable
10,57,hell
28,41,hell
12,3,unstable
25,56,hell
26,8,unstable
5,57,hell
19,51,hell
13,34,hell
20,45,hell
3,17,unstable
20,52,hell
7,59,hell
8,47,hell
10,33,unstable
20,26,hell
23,19,unstable
19,49,hell
25,56,hell
2,53,hell
14,28,unstable
10,35,hell
29,56,hell
3,61,hell
22,47,hell
12,5,unstable
16,31,hell
17,60,hell
30,33,hell
30,57,hell
22,53,hell
17,17,unstable
4,52,hell
3,41,unstable
16,34,hell
18,41,hell
13,53,hell
30,51,hell
21,23,unstable
3,36,unstable
16,35,hell
18,10,unstable
28,27,hell
27,18,hell
3,10,unstable
9,57,hell
12,53,hell
24,3,unstable
1,54,hell
6,36,unstable
4,53,hell
27,14,unstable
19,5,unstable
17,52,hell
19,13,unstable
15,19,unstable
28,51,hell
21,26,hell
2,40,unstable
27,23,hell
13,18,unstable
7,49,hell
27,49,hell
21,9,unstable
13,6,unstable
26,14,unstable
17,54,hell
12,22,unstable
24,4,unstable
17,45,hell
3,52,hell
8,53,hell
27,53,hell
30,36,hell
1,30,unstable
5,56,hell
17,37,hell
22,28,hell
28,22,hell
6,14,unstable
17,19,unstable
17,11,unstable
23,53,hell
23,18,unstable
0,6,livable
27,26,hell
20,6,unstable
25,25,hell
2,59,hell
21,19,unstable
15,36,hell
1,32,unstable
27,17,unstable
15,31,hell
1,22,unstable
1,7,livable
23,21,unstable
13,46,hell
2,13,unstable
1,61,hell
14,8,unstable
1,24,unstable
29,29,hell
26,31,hell
26,59,hell
18,35,hell
2,16,unstable
6,31,unstable
22,17,unstable
7,30,unstable
11,45,hell
16,11,unstable
2,61,hell
9,32,unstable
9,38,hell
14,23,unstable
16,10,unstable
23,43,hell
5,24,unstable
25,37,hell
7,22,unstable
20,56,hell
20,50,hell
15,30,hell
4,45,hell
13,13,unstable
0,3,livable
4,28,unstable
22,36,hell
7,19,unstable
21,18,unstable
30,55,hell
7,8,unstable
27,30,hell
17,46,hell
1,22,unstable
16,32,hell
28,19,hell
8,52,hell
14,58,hell
16,14,unstable
21,13,unstable
22,8,unstable
1,14,unstable
22,40,hell
21,22,unstable
14,37,hell
13,61,hell
0,47,hell
28,29,hell
17,17,unstable
18,57,hell
19,16,unstable
16,22,unstable
1,52,hell
6,45,hell
4,47,hell
13,41,hell
26,7,unstable
0,12,unstable
0,29,unstable
13,59,hell
19,40,hell
26,43,hell
19,17,unstable
23,34,hell
28,21,hell
3,24,unstable
0,53,hell
21,56,hell
4,6,unstable
28,35,hell
6,43,hell
0,7,livable
10,14,unstable
25,59,hell
3,21,unstable
25,25,hell
3,46,hell
29,41,hell
28,19,hell
5,12,unstable
21,39,hell
10,26,unstable
25,53,hell
12,21,unstable
11,13,unstable
7,57,hell
28,28,hell
14,39,hell
14,38,hell
4,32,unstable
1,35,unstable
0,30,unstable
30,17,hell
12,47,hell
15,21,unstable
26,3,unstable
20,30,hell
10,59,hell
24,29,hell
17,41,hell
18,5,unstable
23,13,unstable
4,34,unstable
10,56,hell
11,14,unstable
25,55,hell
23,37,hell
30,49,hell
17,26,unstable
14,19,unstable
17,52,hell
6,56,hell
4,57,hell
17,26,unstable
30,45,hell
23,24,hell
25,50,hell
2,9,unstable
16,55,hell
7,56,hell
2,34,unstable
18,8,unstable
16,17,unstable
0,56,hell
14,7,unstable
19,41,hell
17,53,hell
29,59,hell
6,16,unstable
23,53,hell
19,32,hell
16,6,unstable
9,25,unstable
10,29,unstable
19,41,hell
27,23,hell
26,49,hell
29,23,hell
25,61,hell
29,7,unstable
10,26,unstable
21,35,hell
28,25,hell
18,9,unstable
30,13,unstable
17,44,hell
18,50,hell
7,33,unstable
23,14,unstable
5,18,unstable
23,57,hell
7,51,hell
27,38,hell
26,5,unstable
30,45,hell
19,26,hell
8,52,hell
9,20,unstable
10,7,unstable
19,8,unstable
5,60,hell
13,39,hell
11,57,hell
23,4,unstable
27,22,hell
5,43,hell
28,55,hell
22,31,hell
18,13,unstable
5,15,unstable
6,40,hell
24,37,hell
19,25,unstable
13,46,hell
19,56,hell
27,23,hell
3,38,unstable
11,56,hell
3,54,hell
13,57,hell
10,57,hell
0,30,unstable
7,32,unstable
4,27,unstable
11,37,hell
5,13,unstable
6,38,unstable
12,18,unstable
12,60,hell
3,6,livable
4,41,hell
6,35,unstable
23,45,hell
21,7,unstable
19,20,unstable
25,46,hell
29,23,hell
24,28,hell
1,18,unstable
24,22,hell
5,49,hell
8,37,hell
6,4,unstable
3,50,hell
5,53,hell
26,33,hell
21,42,hell
1,47,hell
11,40,hell
19,39,hell
16,57,hell
0,60,hell
2,48,hell
5,51,hell
26,47,hell
14,24,unstable
15,49,hell
23,37,hell
28,7,unstable
19,52,hell
23,61,hell
11,44,hell
30,13,unstable
26,34,hell
1,19,unstable
26,23,hell
6,30,unstable
6,40,hell
5,57,hell
19,55,hell
8,42,hell
3,51,hell
11,13,unstable
20,7,unstable
9,54,hell
18,12,unstable
16,48,hell
1,29,unstable
2,35,unstable
21,53,hell
11,21,unstable
6,30,unstable
6,55,hell
0,15,unstable
18,31,hell
0,31,unstable
20,39,hell
3,36,unstable
14,42,hell
18,20,unstable
21,46,hell
10,32,unstable
28,55,hell
2,44,hell
3,38,unstable
1,55,hell
30,55,hell
0,6,livable
5,47,hell
12,27,unstable
9,14,unstable
21,4,unstable
23,47,hell
14,23,unstable
21,15,unstable
15,50,hell
13,50,hell
27,3,unstable
5,58,hell
15,5,unstable
23,34,hell
7,58,hell
21,61,hell
4,7,unstable
26,45,hell
16,58,hell
14,48,hell
3,59,hell
4,21,unstable
20,44,hell
4,4,livable
22,52,hell
17,50,hell
8,18,unstable
4,13,unstable
25,14,unstable
25,27,hell
21,53,hell
15,25,unstable
30,33,hell
16,46,hell
7,56,hell
2,59,hell
3,44,hell
17,47,hell
18,4,unstable
16,52,hell
3,40,unstable
17,38,hell
20,49,hell
22,36,hell
28,35,hell
9,51,hell
17,20,unstable
14,5,unstable
14,38,hell
8,41,hell
8,3,unstable
7,24,unstable
23,46,hell
17,18,unstable
15,51,hell
14,27,unstable
30,16,hell
30,11,unstable
8,6,unstable
14,38,hell
22,11,unstable
16,36,hell
11,14,unstable
6,28,unstable
10,9,unstable
28,26,hell
30,52,hell
3,56,hell
26,45,hell
25,59,hell
4,36,unstable
11,21,unstable
7,58,hell
7,20,unstable
29,20,hell
26,12,unstable
4,37,unstable
12,15,unstable
10,40,hell
8,44,hell
30,15,hell
22,48,hell
6,18,unstable
17,59,hell
6,59,hell
15,54,hell
18,41,hell
1,32,unstable
4,14,unstable
10,10,unstable
19,10,unstable
7,55,hell
19,42,hell
5,45,hell
24,31,hell
8,19,unstable
19,9,unstable
10,16,unstable
2,28,unstable
23,13,unstable
27,35,hell
24,20,unstable
12,48,hell
13,25,unstable
8,3,unstable
5,20,unstable
24,13,unstable
2,61,hell
25,47,hell
20,37,hell
18,46,hell
22,61,hell
28,16,unstable
28,43,hell
22,39,hell
8,21,unstable
29,40,hell
15,56,hell
21,46,hell
16,20,unstable
1,41,unstable
13,60,hell
15,42,hell
23,41,hell
5,52,hell
15,11,unstable
2,33,unstable
11,31,unstable
11,3,unstable
8,19,unstable
17,3,unstable
27,30,hell
13,4,unstable
30,48,hell
6,4,unstable
6,36,unstable
3,7,unstable
6,18,unstable
2,46,hell
3,32,unstable
5,44,hell
18,6,unstable
5,14,unstable
23,45,hell
12,9,unstable
15,40,hell
2,46,hell
4,30,unstable
24,24,hell
17,61,hell
0,58,hell
5,49,hell
23,21,unstable
9,23,unstable
20,22,unstable
27,12,unstable
3,16,unstable
19,24,unstable
8,34,unstable
9,47,hell
9,22,unstable
28,26,hell
13,50,hell
1,47,hell
18,30,hell
7,43,hell
21,43,hell
14,23,unstable
25,32,hell
0,30,unstable
24,42,hell
10,5,unstable
17,25,unstable
20,51,hell
5,13,unstable
4,25,unstable
28,43,hell
5,45,hell
27,53,hell
4,54,hell
15,58,hell
0,58,hell
25,61,hell
5,9,unstable
29,27,hell
20,48,hell
14,26,unstable
11,18,unstable
13,49,hell
4,59,hell
30,29,hell
7,3,unstable
10,9,unstable
28,21,hell
10,55,hell
6,50,hell
1,50,hell
11,19,unstable
27,9,unstable
12,22,unstable
17,27,unstable
24,31,hell
28,20,hell
26,28,hell
1,22,unstable
1,24,unstable
23,59,hell
7,39,hell
8,15,unstable
16,29,hell
26,61,hell
3,51,hell
18,44,hell
9,7,unstable
28,53,hell
3,15,unstable
11,12,unstable
8,45,hell
5,41,hell
10,48,hell
9,46,hell
29,52,hell
23,10,unstable
3,16,unstable
10,25,unstable
27,5,unstable
6,18,unstable
29,33,hell
5,49,hell
18,59,hell
18,24,unstable
28,34,hell
17,28,hell
16,47,hell
23,16,unstable
9,46,hell
1,5,livable
19,11,unstable
18,20,unstable
11,40,hell
6,58,hell
5,44,hell
29,45,hell
10,3,unstable
30,5,unstable
24,37,hell
11,31,unstable
0,27,unstable
0,25,unstable
7,49,hell
22,7,unstable
28,44,hell
14,49,hell
8,32,unstable
26,11,unstable
25,31,hell
27,50,hell
1,44,hell
13,56,hell
2,16,unstable
11,39,hell
11,19,unstable
3,28,unstable
26,10,unstable
2,60,hell
8,21,unstable
6,55,hell
22,33,hell
2,17,unstable
30,8,unstable
23,43,hell
30,45,hell
13,6,unstable
15,24,unstable
27,50,hell
1,27,unstable
7,36,unstable
8,14,unstable
13,39,hell
13,4,unstable
16,39,hell
16,46,hell
4,36,unstable
25,24,hell
17,24,unstable
16,17,unstable
22,3,unstable
16,58,hell
14,18,unstable
0,7,livable
15,20,unstable
20,38,hell
6,55,hell
19,54,hell
16,11,unstable
29,34,hell
9,52,hell
21,39,hell
12,30,unstable
1,60,hell
11,60,hell
7,30,unstable
5,21,unstable
29,39,hell
26,30,hell
27,24,hell
6,24,unstable
1,55,hell
30,27,hell
27,51,hell
20,9,unstable
13,23,unstable
24,59,hell
2,58,hell
9,8,unstable
8,39,hell
16,25,unstable
20,39,hell
5,25,unstable
25,33,hell
5,8,unstable
27,52,hell
30,7,unstable
6,36,unstable
26,32,hell
